iter	Passed	Remaining
272	9530	60510
273	9565	60477
274	9606	60476
275	9638	60421
276	9670	60370
277	9724	60454
278	9785	60581
279	9831	60612
280	9884	60685
281	9929	60707
282	9972	60718
283	10013	60717
284	10047	60674
285	10081	60632
286	10119	60611
287	10161	60616
288	10205	60633
289	10247	60633
290	10291	60646
291	10344	60713
292	10394	60767
293	10441	60796
294	10488	60823
295	10532	60839
296	10578	60860
297	10626	60898
298	10665	60878
299	10702	60848
300	10744	60848
301	10780	60813
302	10818	60792
303	10857	60773
304	10897	60761
305	10934	60730
306	10978	60738
307	11019	60731
308	11055	60700
309	11094	60680
310	11132	60653
311	11172	60638
312	11207	60597
313	11240	60546
314	11280	60534
315	11319	60512
316	11367	60540
317	11431	60654
318	11484	60707
319	11535	60751
320	11580	60763
321	11621	60752
322	11664	60748
323	11707	60747
324	11751	60750
325	11797	60766
326	11837	60747
327	11875	60722
328	11910	60679
329	11946	60641
330	11993	60657
331	12042	60686
332	12084	60676
333	12126	60670
334	12172	60679
335	12214	60671
336	12254	60653
337	12296	60643
338	12328	60585
339	12359	60521
340	12391	60465
341	12422	60399
342	12453	60335
343	12486	60283
344	12518	60229
345	12551	60173
346	12589	60144
347	12626	60114
348	12658	60054
349	12898	60981
350	12940	60968
351	12984	60965
352	13028	60959
353	13063	60911
354	13099	60871
355	13129	60803
356	13160	60739
357	13193	60680
358	13231	60651
359	13274	60639
360	13321	60648
361	13360	60623
362	13405	60621
363	13444	60593
364	13488	60587
365	13560	60705
366	13607	60713
367	13654	60721
368	13703	60733
369	13746	60725
370	13794	60732
371	13830	60691
372	13873	60676
373	13988	60978
374	14027	60949
375	14073	60947
376	14115	60929
377	14160	60925
378	14206	60922
379	14251	60915
380	14295	60906
381	14327	60843
382	14363	60799
383	14396	60743
384	14431	60695
385	14461	60625
386	14491	60555
387	14527	60514
388	14559	60450
389	14589	60381
390	14622	60327
391	14654	60266
392	14696	60248
393	14727	60182
394	14758	60121
395	14791	60066
396	14827	60019
397	14910	60169
398	14946	60123
399	14979	60068
400	15023	60058
401	15054	59993
402	15086	59931
403	15115	59863
404	15148	59806
405	15179	59742
406	15212	59687
407	15244	59629
408	15277	59576
409	15313	59532
410	15346	59477
411	15379	59422
412	15408	59351
413	15439	59288
414	15471	59234
415	15508	59192
416	15543	59148
417	15575	59088
418	15607	59031
419	15644	58992
420	15677	58941
421	15747	59023
422	15791	59012
423	15822	58951
424	15855	58897
425	15892	58859
426	15922	58795
427	15958	58751
428	15991	58698
429	16023	58641
430	16060	58603
431	16094	58553
432	16127	58499
433	16167	58470
434	16199	58415
435	16234	58371
436	16269	58325
437	16300	58263
438	16341	58238
439	16374	58188
440	16414	58158
441	16445	58098
442	16477	58044
443	16512	58000
444	16545	57947
445	16578	57893
446	16611	57843
447	16644	57789
448	16685	57766
449	16717	57709
450	16747	57649
451	16780	57595
452	16812	57543
453	16846	57493
454	16878	57439
455	16914	57397
456	16946	57343
457	16982	57302
458	17014	57248
459	17049	57202
460	17079	57142
461	17112	57089
462	17148	57051
463	17180	56996
464	17211	56938
465	17246	56896
466	17277	56837
467	17309	56784
468	17344	56740
469	17376	56686
470	17412	56646
471	17444	56593
472	17477	56543
473	17515	56509
474	17547	56456
475	17579	56402
476	17612	56352
477	17647	56310
478	17681	56263
479	17713	56210
480	17743	56151
481	17777	56103
482	17809	56051
483	17842	56002
484	17875	55953
485	17906	55897
486	17938	55846
487	17971	55795
488	18002	55740
489	18035	55691
490	18068	55643
491	18099	55589
492	18131	55536
493	18160	55477
494	18190	55419
495	18224	55374
496	18259	55329
497	18289	55273
498	18322	55224
499	18356	55180
500	18389	55132
501	18423	55087
502	18481	55112
503	18530	55112
504	18563	55063
505	18595	55012
506	18626	54960
507	18659	54910
508	18690	54858
509	18727	54820
510	18759	54771
511	18794	54728
512	18893	54873
513	18927	54827
514	18960	54779
515	18993	54731
516	19026	54682
517	19065	54651
518	19099	54608
519	19132	54559
520	19164	54506
521	19197	54460
522	19226	54402
523	19256	54346
524	19290	54300
525	19328	54265
526	19360	54216
527	19393	54169
528	19425	54120
529	19460	54076
530	19490	54021
531	19525	53979
532	19555	53925
533	19589	53880
534	19621	53831
535	19655	53787
536	19687	53736
537	20038	54554
538	20072	54508
539	20106	54462
540	20138	54411
541	20170	54359
542	20202	54307
543	20241	54275
544	20272	54222
545	20303	54167
546	20336	54119
547	20375	54086
548	20416	54059
549	20460	54039
550	20506	54024
551	20549	54002
552	20593	53984
553	20643	53978
554	20687	53959
555	20727	53927
556	20775	53920
557	20820	53902
558	20859	53868
559	20900	53840
560	20942	53815
561	20983	53786
562	21018	53742
563	21056	53708
564	21105	53700
565	21147	53672
566	21189	53647
567	21235	53630
568	21276	53604
569	21329	53605
570	21372	53582
571	21414	53555
572	21461	53542
573	21532	53587
574	21584	53584
575	21628	53562
576	21670	53537
577	21713	53511
578	21751	53475
579	21790	53441
580	21833	53417
581	21872	53381
582	21918	53364
583	21956	53329
584	21995	53293
585	22034	53259
586	22074	53227
587	22120	53209
588	22159	53175
589	22201	53146
590	22250	53137
591	22297	53122
592	22347	53112
593	22388	53082
594	22427	53047
595	22465	53010
596	22509	52989
597	22565	52992
598	22623	53001
599	22669	52983
600	22712	52958
601	22757	52937
602	22804	52920
603	22852	52904
604	22892	52873
605	22937	52850
606	22976	52814
607	23014	52777
608	23052	52739
609	23088	52697
610	23133	52675
611	23174	52644
612	23206	52594
613	23239	52544
614	23271	52492
615	23313	52463
616	23349	52423
617	23382	52373
618	23413	52319
619	23444	52267
620	23472	52208
621	23504	52156
622	23540	52115
623	23573	52065
624	23606	52017
625	23640	51970
626	23673	51922
627	23709	51880
628	23743	51835
629	23773	51779
630	23804	51728
631	23837	51678
632	23865	51619
633	23898	51572
634	23938	51540
635	23971	51491
636	24003	51441
637	24034	51390
638	24068	51343
639	24101	51296
640	24140	51259
641	24169	51205
642	24199	51150
643	24232	51102
644	24263	51052
645	24298	51007
646	24335	50968
647	24367	50918
648	24399	50869
649	24430	50818
650	24461	50767
651	24492	50715
652	24526	50670
653	24559	50622
654	24592	50577
655	24625	50528
656	24656	50477
657	24684	50420
658	24724	50389
659	24755	50337
660	24787	50288
661	24818	50236
662	24850	50189
663	24886	50147
664	24916	50095
665	24947	50045
666	24978	49995
667	25011	49947
668	25041	49895
669	25075	49850
670	25111	49810
671	25144	49764
672	25175	49713
673	25214	49679
674	25270	49677
675	25326	49677
676	25361	49634
677	25392	49584
678	25422	49531
679	25455	49486
680	25494	49452
681	25537	49424
682	25565	49369
683	25599	49324
684	25630	49274
685	25669	49240
686	25701	49192
687	25750	49176
688	25792	49148
689	25829	49109
690	25871	49080
691	25914	49053
692	25947	49008
693	25978	48957
694	26009	48907
695	26046	48869
696	26085	48834
697	26120	48792
698	26153	48748
699	26190	48709
700	26237	48688
701	26281	48663
702	26312	48614
703	26354	48585
704	26391	48546
705	26422	48497
706	26457	48455
707	26495	48419
708	26531	48378
709	26584	48368
710	26630	48347
711	26676	48325
712	26709	48279
713	26744	48237
714	26779	48194
715	26814	48153
716	26861	48132
717	26895	48088
718	26934	48055
719	26968	48011
720	27002	47966
721	27043	47934
722	27075	47887
723	27111	47847
724	27144	47802
725	27180	47762
726	27213	47717
727	27248	47675
728	27292	47648
729	27340	47630
730	27382	47600
731	27428	47577
732	27469	47545
733	27511	47517
734	27558	47494
735	27605	47473
736	27646	47442
737	27691	47416
738	27736	47393
739	27781	47368
740	27858	47397
741	27907	47378
742	27953	47355
743	27999	47331
744	28044	47306
745	28089	47281
746	28142	47269
747	28185	47239
748	28225	47205
749	28265	47171
750	28303	47135
751	28345	47104
752	28384	47069
753	28423	47032
754	28464	47000
755	28506	46968
756	28546	46936
757	28587	46902
758	28625	46865
759	28667	46835
760	28708	46802
761	28746	46764
762	28790	46737
763	28838	46716
764	28884	46691
765	28923	46656
766	28962	46619
767	28995	46574
768	29028	46528
769	29056	46475
770	29096	46440
771	29126	46390
772	29158	46343
773	29191	46298
774	29221	46248
775	29253	46202
776	29289	46161
777	29326	46122
778	29363	46083
779	29401	46045
780	29441	46012
781	29479	45975
782	29519	45940
783	29557	45902
784	29591	45858
785	29623	45813
786	29656	45767
787	29694	45730
788	29729	45689
789	29761	45642
790	29792	45594
791	29825	45548
792	29860	45506
793	29896	45466
794	29927	45419
795	29963	45378
796	29991	45325
797	30023	45279
798	30055	45234
799	30092	45195
800	30123	45147
801	30156	45102
802	30186	45053
803	30217	45007
804	30249	44960
805	30284	44919
806	30320	44878
807	30350	44829
808	30381	44782
809	30412	44734
810	30449	44696
811	30492	44667
812	30525	44622
813	30556	44575
814	30585	44525
815	30615	44477
816	30656	44443
817	30718	44441
818	30763	44414
819	30798	44373
820	30827	44324
821	30860	44280
822	30895	44237
823	30927	44192
824	30959	44146
825	30991	44101
826	31022	44054
827	31058	44015
828	31097	43979
829	31133	43939
830	31167	43897
831	31200	43854
832	31232	43808
833	31271	43772
834	31306	43731
835	31337	43684
836	31369	43639
837	31402	43596
838	31434	43550
839	31462	43500
840	31497	43458
841	31530	43415
842	31562	43369
843	31595	43326
844	31627	43281
845	31657	43233
846	31708	43215
847	31742	43172
848	31774	43127
849	31807	43084
850	31848	43051
851	31889	43019
852	31931	42987
853	31963	42943
854	31997	42901
855	32028	42854
856	32063	42814
857	32107	42785
858	32140	42741
859	32170	42694
860	32204	42651
861	32234	42604
862	32268	42563
863	32305	42524
864	32341	42485
865	32374	42442
866	32407	42398
867	32438	42353
868	32477	42317
869	32511	42276
870	32545	42234
871	32578	42191
872	32612	42149
873	32644	42105
874	32691	42080
875	32730	42044
876	32761	41999
877	32794	41955
878	32823	41908
879	32856	41865
880	32893	41826
881	32936	41797
882	32968	41752
883	33000	41708
884	33034	41667
885	33069	41626
886	33111	41594
887	33151	41561
888	33182	41515
889	33211	41467
890	33242	41422
891	33275	41379
892	33312	41341
893	33351	41306
894	33388	41269
895	33420	41224
896	33452	41180
897	33485	41138
898	33525	41104
899	33579	41086
900	33626	41061
901	33657	41016
902	33689	40973
903	33723	40931
904	33760	40893
905	33796	40854
906	33825	40807
907	33858	40764
908	33890	40720
909	33923	40678
910	33962	40642
911	33995	40600
912	34026	40556
913	34056	40509
914	34087	40464
915	34119	40421
916	34156	40383
917	34193	40346
918	34224	40301
919	34255	40256
920	34289	40215
921	34324	40175
922	34359	40135
923	34390	40090
924	34422	40048
925	34454	40004
926	34483	39957
927	34514	39912
928	34554	39879
929	34591	39841
930	34626	39801
931	34656	39756
932	34686	39710
933	34726	39676
934	34761	39637
935	34795	39596
936	34827	39552
937	34858	39508
938	34892	39467
939	34927	39428
940	34966	39393
941	34997	39348
942	35028	39304
943	35060	39261
944	35090	39216
945	35126	39178
946	35162	39139
947	35198	39100
948	35233	39061
949	35265	39018
950	35298	38977
951	35332	38936
952	35377	38908
953	35439	38897
954	35482	38867
955	35514	38824
956	35550	38785
957	35581	38742
958	35612	38698
959	35642	38652
960	35672	38608
961	35705	38566
962	35745	38532
963	35780	38492
964	35811	38448
965	35846	38409
966	35881	38369
967	35915	38330
968	35947	38287
969	35981	38246
970	36014	38205
971	36053	38169
972	36089	38131
973	36126	38094
974	36163	38057
975	36198	38018
976	36230	37975
977	36263	37933
978	36300	37896
979	36334	37856
980	36372	37819
981	36406	37779
982	36440	37739
983	36475	37700
984	36513	37664
985	36555	37631
986	36595	37597
987	36636	37564
988	36680	37534
989	36714	37493
990	36747	37452
991	36783	37414
992	36815	37371
993	36848	37331
994	36882	37290
995	36916	37250
996	36947	37206
997	36979	37165
998	37011	37123
999	37045	37082
1000	37072	37035
1001	37106	36995
1002	37142	36956
1003	37182	36923
1004	37215	36881
1005	37249	36842
1006	37283	36801
1007	37315	36759
1008	37347	36717
1009	37377	36674
1010	37408	36630
1011	37440	36588
1012	37470	36544
1013	37500	36501
1014	37529	36455
1015	37560	36413
1016	37593	36372
1017	37622	36327
1018	37656	36288
1019	37705	36262
1020	37743	36225
1021	37777	36186
1022	37812	36147
1023	37850	36111
1024	37887	36074
1025	37919	36032
1026	37954	35994
1027	37989	35955
1028	38023	35915
1029	38054	35872
1030	38089	35834
1031	38122	35792
1032	38159	35756
1033	38197	35719
1034	38230	35679
1035	38261	35636
1036	38296	35598
1037	38331	35558
1038	38360	35514
1039	38393	35474
1040	38425	35432
1041	38453	35387
1042	38488	35348
1043	38522	35309
1044	38554	35267
1045	38585	35225
1046	38618	35185
1047	38650	35143
1048	38682	35101
1049	38712	35059
1050	38746	35019
1051	38777	34977
1052	38808	34935
1053	38843	34896
1054	38876	34855
1055	38909	34815
1056	38941	34774
1057	38979	34738
1058	39008	34694
1059	39038	34651
1060	39072	34612
1061	39108	34574
1062	39144	34536
1063	39177	34496
1064	39217	34462
1065	39251	34423
1066	39287	34385
1067	39328	34352
1068	39359	34310
1069	39392	34270
1070	39430	34234
1071	39463	34194
1072	39494	34152
1073	39526	34111
1074	39557	34069
1075	39589	34028
1076	39623	33989
1077	39654	33947
1078	39691	33910
1079	39722	33868
1080	39756	33829
1081	39793	33793
1082	39839	33763
1083	39887	33736
1084	39931	33705
1085	39971	33671
1086	40010	33636
1087	40050	33602
1088	40093	33571
1089	40131	33535
1090	40166	33496
1091	40197	33454
1092	40228	33413
1093	40263	33375
1094	40297	33335
1095	40331	33296
1096	40361	33253
1097	40393	33213
1098	40432	33178
1099	40468	33140
1100	40500	33100
1101	40532	33058
1102	40561	33016
1103	40591	32973
1104	40627	32936
1105	40661	32897
1106	40693	32856
1107	40722	32813
1108	40753	32772
1109	40786	32732
1110	40817	32691
1111	40851	32651
1112	40885	32612
1113	40914	32569
1114	40946	32529
1115	40978	32489
1116	41012	32449
1117	41042	32407
1118	41073	32366
1119	41110	32330
1120	41147	32293
1121	41176	32250
1122	41204	32206
1123	41235	32165
1124	41265	32124
1125	41299	32084
1126	41332	32045
1127	41368	32008
1128	41406	31972
1129	41439	31933
1130	41476	31896
1131	41513	31860
1132	41548	31821
1133	41584	31784
1134	41618	31745
1135	41650	31705
1136	41679	31663
1137	41716	31626
1138	41761	31596
1139	41802	31562
1140	41836	31524
1141	41871	31486
1142	41904	31446
1143	41936	31406
1144	41968	31366
1145	41999	31325
1146	42033	31286
1147	42074	31253
1148	42128	31229
1149	42191	31212
1150	42253	31194
1151	42379	31222
1152	42447	31209
1153	42505	31187
1154	42571	31172
1155	42645	31162
1156	42732	31162
1157	42773	31128
1158	42824	31101
1159	42904	31095
1160	42960	31072
1161	43010	31044
1162	43054	31012
1163	43103	30984
1164	43147	30952
1165	43190	30919
1166	43243	30893
1167	43285	30859
1168	43331	30829
1169	43375	30797
1170	43418	30764
1171	43464	30733
1172	43523	30711
1173	43589	30694
1174	43645	30670
1175	43714	30655
1176	43758	30623
1177	43808	30595
1178	43860	30568
1179	43902	30534
1180	43955	30508
1181	44001	30476
1182	44046	30444
1183	44103	30421
1184	44148	30389
1185	44195	30358
1186	44242	30328
1187	44285	30294
1188	44331	30263
1189	44379	30233
1190	44423	30200
1191	44471	30170
1192	44513	30135
1193	44556	30102
1194	44616	30080
1195	44674	30057
1196	44732	30033
1197	44795	30013
1198	44849	29986
1199	44896	29955
1200	44940	29923
1201	44985	29890
1202	45034	29860
1203	45086	29832
1204	45126	29796
1205	45168	29762
1206	45211	29728
1207	45255	29695
1208	45297	29660
1209	45342	29628
1210	45384	29593
1211	45494	29603
1212	45572	29591
1213	45632	29569
1214	45704	29553
1215	45765	29530
1216	45825	29507
1217	45883	29483
1218	45949	29463
1219	46000	29434
1220	46047	29402
1221	46095	29371
1222	46134	29334
1223	46181	29302
1224	46221	29266
1225	46270	29235
1226	46314	29201
1227	46360	29169
1228	46409	29138
1229	46452	29103
1230	46496	29069
1231	46540	29036
1232	46585	29002
1233	46636	28972
1234	46679	28938
1235	46723	28904
1236	46768	28870
1237	46812	28836
1238	46859	28804
1239	46905	28771
1240	46950	28738
1241	46992	28703
1242	47043	28672
1243	47094	28643
1244	47135	28607
1245	47179	28573
1246	47223	28538
1247	47269	28505
1248	47315	28472
1249	47358	28437
1250	47403	28404
1251	47452	28373
1252	47497	28338
1253	47542	28305
1254	47596	28277
1255	47643	28244
1256	47687	28209
1257	47731	28175
1258	47776	28141
1259	47823	28109
1260	47870	28076
1261	47914	28041
1262	47959	28008
1263	48002	27973
1264	48053	27942
1265	48107	27913
1266	48150	27878
1267	48200	27847
1268	48246	27814
1269	48295	27782
1270	48343	27749
1271	48391	27717
1272	48439	27685
1273	48483	27650
1274	48528	27616
1275	48579	27585
1276	48625	27552
1277	48673	27519
1278	48718	27485
1279	48764	27451
1280	48812	27418
1281	48859	27385
1282	48901	27349
1283	48944	27314
1284	48987	27279
1285	49041	27249
1286	49088	27216
1287	49134	27182
1288	49181	27148
1289	49224	27113
1290	49272	27080
1291	49327	27051
1292	49372	27017
1293	49412	26979
1294	49457	26945
1295	49521	26921
1296	49604	26907
1297	49652	26874
1298	49701	26841
1299	49746	26807
1300	49795	26774
1301	49841	26740
1302	49891	26708
1303	49939	26675
1304	49985	26641
1305	50037	26609
1306	50086	26577
1307	50135	26544
1308	50182	26510
1309	50221	26472
1310	50264	26436
1311	50311	26403
1312	50354	26367
1313	50404	26334
1314	50454	26302
1315	50503	26269
1316	50552	26236
1317	50599	26202
1318	50645	26168
1319	50692	26134
1320	50740	26100
1321	50784	26065
1322	50828	26029
1323	50873	25994
1324	50920	25960
1325	50970	25927
1326	51022	25895
1327	51067	25860
1328	51114	25826
1329	51164	25794
1330	51211	25759
1331	51256	25724
1332	51300	25688
1333	51345	25653
1334	51388	25617
1335	51437	25584
1336	51480	25547
1337	51532	25515
1338	51580	25481
1339	51627	25447
1340	51671	25411
1341	51724	25380
1342	51781	25350
1343	51842	25323
1344	51886	25286
1345	51927	25249
1346	51972	25214
1347	52032	25185
1348	52077	25150
1349	52120	25113
1350	52167	25079
1351	52267	25069
1352	52317	25036
1353	52362	25000
1354	52425	24973
1355	52468	24937
1356	52511	24900
1357	52562	24867
1358	52613	24834
1359	52657	24798
1360	52698	24760
1361	52742	24724
1362	52787	24688
1363	52831	24652
1364	52874	24615
1365	52923	24581
1366	52978	24550
1367	53026	24515
1368	53070	24479
1369	53115	24443
1370	53159	24406
1371	53206	24371
1372	53255	24337
1373	53300	24301
1374	53344	24264
1375	53388	24228
1376	53438	24194
1377	53481	24157
1378	53527	24122
1379	53569	24084
1380	53615	24049
1381	53660	24013
1382	53705	23976
1383	53745	23938
1384	53786	23900
1385	53832	23864
1386	53874	23827
1387	53916	23790
1388	53967	23756
1389	54007	23718
1390	54056	23683
1391	54101	23647
1392	54144	23610
1393	54187	23573
1394	54226	23534
1395	54273	23499
1396	54316	23461
1397	54357	23423
1398	54402	23387
1399	54446	23350
1400	54518	23326
1401	54575	23295
1402	54617	23257
1403	54667	23223
1404	54716	23188
1405	54762	23152
1406	54805	23115
1407	54848	23077
1408	54894	23041
1409	54942	23006
1410	55023	22985
1411	55086	22955
1412	55129	22918
1413	55183	22885
1414	55265	22864
1415	55340	22840
1416	55443	22827
1417	55511	22799
1418	55667	22808
1419	55742	22784
1420	55783	22745
1421	55815	22703
1422	55847	22661
1423	55878	22618
1424	55913	22577
1425	55953	22538
1426	55993	22499
1427	56031	22459
1428	56065	22418
1429	56098	22376
1430	56130	22334
1431	56159	22291
1432	56197	22251
1433	56239	22213
1434	56271	22171
1435	56304	22129
1436	56354	22094
1437	56431	22070
1438	56469	22030
1439	56499	21987
1440	56531	21945
1441	56562	21902
1442	56595	21860
1443	56624	21817
1444	56663	21778
1445	56733	21750
1446	56772	21711
1447	56815	21674
1448	56887	21647
1449	57074	21664
1450	57120	21626
1451	57157	21586
1452	57198	21547
1453	57244	21510
1454	57283	21471
1455	57321	21431
1456	57354	21389
1457	57387	21348
1458	57429	21309
1459	57477	21273
1460	57530	21239
1461	57594	21208
1462	57642	21172
1463	57677	21131
1464	57713	21090
1465	57747	21049
1466	57780	21007
1467	57814	20965
1468	57848	20924
1469	57890	20886
1470	57940	20850
1471	57982	20812
1472	58027	20774
1473	58066	20735
1474	58106	20695
1475	58142	20655
1476	58179	20615
1477	58215	20574
1478	58249	20533
1479	58285	20492
1480	58320	20451
1481	58364	20413
1482	58405	20374
1483	58440	20333
1484	58472	20291
1485	58505	20250
1486	58542	20210
1487	58574	20168
1488	58605	20125
1489	58637	20083
1490	58671	20042
1491	58705	20001
1492	58745	19962
1493	58782	19922
1494	58817	19881
1495	58853	19840
1496	58899	19803
1497	58949	19767
1498	58987	19728
1499	59029	19689
1500	59070	19650
1501	59105	19609
1502	59138	19568
1503	59175	19528
1504	59211	19487
1505	59254	19449
1506	59292	19409
1507	59350	19376
1508	59393	19338
1509	59488	19317
1510	59693	19331
1511	59754	19298
1512	59801	19261
1513	59857	19227
1514	59920	19195
1515	59992	19166
1516	60041	19129
1517	60123	19103
1518	60172	19066
1519	60263	19042
1520	60460	19053
1521	60566	19034
1522	60616	18997
1523	60665	18960
1524	60711	18922
1525	60755	18883
1526	60797	18844
1527	60845	18807
1528	60892	18769
1529	60977	18743
1530	61015	18703
1531	61058	18664
1532	61110	18628
1533	61156	18590
1534	61191	18548
1535	61228	18508
1536	61261	18466
1537	61295	18424
1538	61341	18386
1539	61379	18346
1540	61420	18306
1541	61453	18264
1542	61483	18221
1543	61533	18185
1544	61569	18143
1545	61605	18102
1546	61638	18060
1547	61671	18019
1548	61713	17979
1549	61751	17939
1550	61783	17897
1551	61816	17855
1552	61850	17814
1553	61894	17775
1554	61933	17735
1555	61973	17695
1556	62008	17654
1557	62045	17613
1558	62089	17574
1559	62127	17534
1560	62164	17493
1561	62199	17452
1562	62232	17410
1563	62277	17372
1564	62313	17331
1565	62347	17290
1566	62382	17248
1567	62417	17207
1568	62461	17168
1569	62497	17127
1570	62531	17086
1571	62566	17045
1572	62603	17004
1573	62645	16965
1574	62683	16925
1575	62715	16883
1576	62750	16842
1577	62786	16801
1578	62863	16771
1579	62914	16734
1580	62951	16694
1581	62985	16652
1582	63033	16615
1583	63076	16576
1584	63113	16535
1585	63150	16494
1586	63189	16454
1587	63233	16415
1588	63271	16375
1589	63304	16334
1590	63342	16293
1591	63375	16252
1592	63416	16212
1593	63578	16203
1594	63654	16173
1595	63693	16133
1596	63729	16092
1597	63760	16049
1598	63809	16012
1599	63852	15973
1600	63886	15931
1601	63921	15890
1602	63954	15848
1603	64002	15810
1604	64040	15770
1605	64076	15729
1606	64108	15687
1607	64144	15647
1608	64196	15610
1609	64233	15569
1610	64267	15527
1611	64302	15486
1612	64333	15444
1613	64380	15406
1614	64421	15366
1615	64455	15325
1616	64489	15284
1617	64523	15243
1618	64566	15203
1619	64600	15162
1620	64639	15122
1621	64675	15081
1622	64709	15040
1623	64751	15000
1624	64792	14961
1625	64826	14920
1626	64864	14879
1627	64897	14838
1628	64941	14799
1629	64984	14760
1630	65020	14719
1631	65056	14678
1632	65091	14637
1633	65137	14599
1634	65174	14558
1635	65210	14517
1636	65248	14477
1637	65283	14436
1638	65331	14398
1639	65365	14357
1640	65400	14316
1641	65445	14277
1642	65492	14239
1643	65531	14199
1644	65571	14159
1645	65612	14119
1646	65657	14080
1647	65692	14039
1648	65732	14000
1649	65773	13960
1650	65809	13919
1651	65843	13878
1652	65878	13837
1653	65916	13797
1654	65956	13757
1655	65992	13716
1656	66025	13675
1657	66058	13634
1658	66097	13594
1659	66155	13558
1660	66273	13534
1661	66341	13499
1662	66384	13460
1663	66419	13419
1664	66452	13378
1665	66488	13337
