iter	Logloss
112	0.3504551138
113	0.3502948358
114	0.3501643769
115	0.3499461234
116	0.349731633
117	0.3495992674
118	0.349463322
119	0.3493278627
120	0.3491501609
121	0.3489411675
122	0.3487608897
123	0.3485495324
124	0.3483625784
125	0.3482234884
126	0.3480772032
127	0.3479172337
128	0.3477890695
129	0.3476412392
130	0.3475332835
131	0.347420762
132	0.347326409
133	0.3472227271
134	0.3470084329
135	0.3468760203
136	0.3467695094
137	0.3466240662
138	0.3464794341
139	0.3463531594
140	0.3462435377
141	0.3461364339
142	0.346041216
143	0.3459348439
144	0.345803426
145	0.3456014369
146	0.3454773132
147	0.3452624692
148	0.3451610872
149	0.3450220998
150	0.3449005332
151	0.3448139327
152	0.3446355709
153	0.3445331151
154	0.344377595
155	0.344305344
156	0.3442275925
157	0.3441164121
158	0.3439935328
159	0.3438624305
160	0.3437562181
161	0.3436639231
162	0.3435480628
163	0.3434417082
164	0.3432851637
165	0.3432047799
166	0.3430494903
167	0.3429005862
168	0.3428457005
169	0.3427684735
170	0.3426751065
171	0.3426032786
172	0.3425163748
173	0.3424191215
174	0.3422896715
175	0.342146876
176	0.3420125641
177	0.3419291558
178	0.3418314379
179	0.3417383291
180	0.3416423891
181	0.341553726
182	0.3414383051
183	0.3413288447
184	0.3412396529
185	0.3411393902
186	0.3410216253
187	0.3409094558
188	0.3408082632
189	0.3407358716
190	0.3406190972
191	0.3405393851
192	0.3404622929
193	0.3403887873
194	0.340314557
195	0.3402442646
196	0.3401745293
197	0.340050073
198	0.3399016419
199	0.339833307
200	0.3397236122
201	0.3396329135
202	0.3395349869
203	0.3394418747
204	0.3393376118
205	0.3392658159
206	0.3391388804
207	0.3390611607
208	0.338964874
209	0.3388746285
210	0.3388110781
211	0.3387441312
212	0.3386487488
213	0.3385150701
214	0.3384123887
215	0.338355712
216	0.3382520542
217	0.3381700872
218	0.3380712
219	0.3379559216
220	0.3378537197
221	0.3377823134
222	0.3376757414
223	0.3375895878
224	0.3374407803
225	0.3373420432
226	0.3372494587
227	0.337155945
228	0.3370457616
229	0.3369709646
230	0.3368689591
231	0.3367849271
232	0.336683578
233	0.3366116493
234	0.3365444944
235	0.336465877
236	0.3363734578
237	0.336290096
238	0.3362085549
239	0.3361394205
240	0.3360734601
241	0.3360291798
242	0.3359675312
243	0.3359055952
244	0.3357868197
245	0.3356855297
246	0.3356073163
247	0.3355552226
248	0.3354948888
249	0.3353977085
250	0.3353118124
251	0.3352365232
252	0.3351708796
253	0.3350972705
254	0.3349999471
255	0.3349368392
256	0.3348327842
257	0.3347207697
258	0.3346427747
259	0.3345566353
260	0.3344481756
261	0.3343707376
262	0.3343211918
263	0.3342272755
264	0.3341521826
265	0.3340698634
266	0.3339996135
267	0.3339298544
268	0.3338591409
269	0.3338140285
270	0.3337387566
271	0.3336538288
272	0.3335974469
273	0.3335193325
274	0.3334670988
275	0.3333534693
276	0.333267937
277	0.3332146954
278	0.3331515306
279	0.3330778993
280	0.3330258629
281	0.3329204055
282	0.3328338753
283	0.3327702827
284	0.3326961272
285	0.3326450632
286	0.3325716045
287	0.3324757133
288	0.3324066119
289	0.3323255403
290	0.3322422877
291	0.3321950445
292	0.3321350811
293	0.3320680201
294	0.3320135721
295	0.3319348955
296	0.3318753557
297	0.3317888577
298	0.3317389081
299	0.3316586935
300	0.3315961364
301	0.3315432391
302	0.3314568052
303	0.3313967594
304	0.3313290476
305	0.3312697556
306	0.3311779434
307	0.3311033249
308	0.3310317155
309	0.3309508612
310	0.3308818565
311	0.3307943807
312	0.3307343602
313	0.3306474391
314	0.3305875892
315	0.3305216965
316	0.3304311736
317	0.3303460348
318	0.3302758923
319	0.3302144472
320	0.3301491059
321	0.3300871543
322	0.3300183697
323	0.3299432437
324	0.3298790526
325	0.3298144836
326	0.3297600285
327	0.329719638
328	0.3296261726
329	0.329559256
330	0.3294762298
331	0.3293722303
332	0.3292890597
333	0.3292432921
334	0.3291793074
335	0.3291368512
336	0.3290824788
337	0.3290008353
338	0.3289421801
339	0.3288641527
340	0.328789809
341	0.3287148308
342	0.3286189187
343	0.3285295142
344	0.3284579403
345	0.3283905205
346	0.3283179251
347	0.3282551598
348	0.3281534334
349	0.3280985938
350	0.3280360859
351	0.327965926
352	0.3278851046
353	0.3278284954
354	0.3277431658
355	0.327683366
356	0.3276015267
357	0.3275325771
358	0.3274681709
359	0.3273979132
360	0.3273172112
361	0.3272318261
362	0.3271583938
363	0.3270855997
364	0.3270096053
365	0.3269403837
366	0.3268573332
367	0.3268000241
368	0.3267079332
369	0.3266099519
370	0.3265190514
371	0.3264506784
372	0.3263758509
373	0.3263056895
374	0.3262359877
375	0.326173163
376	0.3260995652
377	0.3260206818
378	0.3259521639
379	0.3258638571
380	0.3258057566
381	0.3257354964
382	0.3256726125
383	0.3255925365
384	0.3255232247
385	0.3254657466
386	0.3254083605
387	0.3253527953
388	0.3252964528
389	0.3252467002
390	0.3251827105
391	0.325135999
392	0.3250746973
393	0.3250111553
394	0.3249342068
395	0.3248738807
396	0.3248069226
397	0.3247389765
398	0.324668456
399	0.3246041662
400	0.3245422711
401	0.3244746128
402	0.3244165074
403	0.3243555259
404	0.3242914527
405	0.3242228442
406	0.3241615505
407	0.3241050484
408	0.3240459464
409	0.3239451886
410	0.3238846378
411	0.3238156773
412	0.323763661
413	0.3237096618
414	0.3236484654
415	0.3235679612
416	0.3234973549
417	0.3234352718
418	0.323374575
419	0.323265992
420	0.3231927381
421	0.3231140773
422	0.3230538607
423	0.3229949808
424	0.3229364107
425	0.3228714382
426	0.3228178632
427	0.3227259464
428	0.322672914
429	0.3226155796
430	0.3225547002
431	0.3224846948
432	0.3224204302
433	0.3223455743
434	0.3222849252
435	0.3221910742
436	0.3221176569
437	0.3220669808
438	0.3219995061
439	0.3219314769
440	0.3218617103
441	0.3217989938
442	0.3217437065
443	0.3216942329
444	0.3216523318
445	0.3215837663
446	0.3215137538
447	0.3214195718
448	0.3213376686
449	0.3212764508
450	0.3212282138
451	0.3211265337
452	0.3210508898
453	0.3209953088
454	0.3209425361
455	0.3208741965
456	0.3208120476
457	0.3207478138
458	0.3206901876
459	0.3206384586
460	0.3205876633
461	0.3205319393
462	0.3204656872
463	0.3204051487
464	0.320356654
465	0.3203029778
466	0.3202329514
467	0.3201897215
468	0.3201320022
469	0.3200812122
470	0.3200138662
471	0.3199508678
472	0.3198769968
473	0.3197933152
474	0.3197419073
475	0.3196974499
476	0.3196240778
477	0.319559026
478	0.3194661271
479	0.3194136894
480	0.3193553191
481	0.3192765708
482	0.3192292825
483	0.319166688
484	0.3191042462
485	0.3190548945
486	0.318998893
487	0.3189317256
488	0.3188787339
489	0.3187878714
490	0.3187304674
491	0.3186700066
492	0.3185862382
493	0.3185413879
494	0.3184900371
495	0.3184277104
496	0.3183753379
497	0.3183269648
498	0.318267428
499	0.3182252028
500	0.3181358406
501	0.3180735588
502	0.3180193385
503	0.3179569579
504	0.3178945338
505	0.317827162
506	0.3177752722
507	0.3177249383
508	0.3176748302
509	0.3175966195
510	0.3175486827
511	0.317476349
512	0.3174373537
513	0.3173814972
514	0.3173303066
515	0.3172721697
516	0.3172058747
517	0.3171441544
518	0.3171106315
519	0.3170360072
520	0.3169808102
521	0.3169129625
522	0.3168785542
523	0.3168341454
524	0.3167547541
525	0.3166944844
526	0.316642272
527	0.3165722268
528	0.3165241856
529	0.3164501957
530	0.3164116321
531	0.3163436751
532	0.3162914547
533	0.3162341706
534	0.3161706399
535	0.3161166672
536	0.3160718808
537	0.3160163139
538	0.3159574459
539	0.3159127125
540	0.3158489333
541	0.3157947541
542	0.3157416414
543	0.3156743444
544	0.3156345665
545	0.3155937684
546	0.3155291759
547	0.3154566921
548	0.3153945045
549	0.3153414806
550	0.3152730042
551	0.3152232681
552	0.3151717332
553	0.3151151011
554	0.3150631447
555	0.3149999273
556	0.3149342929
557	0.3148780163
558	0.3148330808
559	0.3147828477
560	0.3147181641
561	0.3146619605
562	0.3146181907
563	0.3145406568
564	0.3144875173
565	0.3144370855
566	0.3143882209
567	0.3143450843
568	0.314288557
569	0.3142490411
570	0.3141915856
571	0.3141373711
572	0.3140831067
573	0.3140247413
574	0.3139801029
575	0.3139283184
576	0.3138867159
577	0.3138171634
578	0.3137716759
579	0.3137243731
580	0.313671713
581	0.3136230734
582	0.3135822367
583	0.3135413032
584	0.3134958585
585	0.3134272534
586	0.3133822231
587	0.3133290162
588	0.3132668239
589	0.3132225865
590	0.3131444353
591	0.3130754545
592	0.3130187546
593	0.312952466
594	0.3129005391
595	0.3128473587
596	0.312805102
597	0.3127367156
598	0.312694513
599	0.3126362899
600	0.3125822475
601	0.312524976
602	0.3124694305
603	0.312427112
604	0.3123743571
605	0.3123332172
606	0.3122920384
607	0.3122477767
608	0.3121959141
609	0.3121422065
610	0.3120842114
611	0.3120398759
612	0.311996727
613	0.311944922
614	0.3118981409
615	0.3118358466
616	0.3117900646
617	0.311730111
618	0.3116879602
619	0.3116421761
620	0.311585427
621	0.3115436039
622	0.3115039304
623	0.311453906
624	0.311382744
625	0.3113315954
626	0.3112895459
627	0.3112392125
628	0.3111958806
629	0.3111559267
630	0.311117449
631	0.3110732763
632	0.3110382629
633	0.3109782518
634	0.3109170167
635	0.3108577998
636	0.3108234597
637	0.310776173
638	0.310723215
639	0.3106828557
640	0.310612192
641	0.3105729557
642	0.3105291261
643	0.3104672445
644	0.3104050736
645	0.3103437496
646	0.3102926282
647	0.3102280075
648	0.3101659136
649	0.3101222724
650	0.310079572
651	0.3100240579
652	0.3099871283
653	0.3099531645
654	0.3099071626
655	0.3098575774
656	0.3098128768
657	0.3097762896
658	0.309726502
659	0.3096785011
660	0.3096352547
661	0.3095929453
662	0.3095327893
663	0.309484456
664	0.309433162
665	0.3093842693
666	0.3093410217
667	0.3093038452
668	0.3092616718
669	0.3092042864
670	0.3091530785
671	0.309107064
672	0.3090631234
673	0.3090148318
674	0.3089739827
675	0.3089261618
676	0.3088784616
677	0.3088274224
678	0.3087870654
679	0.3087441475
680	0.3087005339
681	0.30864821
682	0.3086150893
683	0.3085596301
684	0.3085208625
685	0.3084684996
686	0.3084280636
687	0.3083763213
688	0.3083142158
689	0.3082675868
690	0.3082236705
691	0.3081714148
692	0.3081257457
693	0.30808755
694	0.3080395128
695	0.3080030775
696	0.3079593491
697	0.3079021441
698	0.3078557634
699	0.307805565
700	0.3077542233
701	0.3076940381
702	0.3076534221
703	0.3075959189
704	0.3075526191
705	0.3075090273
706	0.3074715714
707	0.3074153407
708	0.3073696597
709	0.3073254454
710	0.3072766813
711	0.3072212885
712	0.3071729129
713	0.3071155191
714	0.3070586286
715	0.3070267877
716	0.3069824688
717	0.3069346419
718	0.3068873884
719	0.306841312
720	0.3067952313
721	0.3067430202
722	0.3066843478
723	0.3066394065
724	0.3065968675
725	0.3065496003
726	0.3065139369
727	0.3064731065
728	0.3064215657
729	0.3063746159
730	0.3063224187
731	0.3062792792
732	0.3062504348
733	0.3062140006
734	0.3061740132
735	0.3061415857
736	0.3061035697
737	0.3060650562
738	0.3060042329
739	0.305958536
740	0.3059006988
741	0.3058609322
742	0.3058144298
743	0.3057691311
744	0.3057227786
745	0.3056871694
746	0.3056361956
747	0.30558298
748	0.3055573204
749	0.3054991503
750	0.3054658188
751	0.3054123053
752	0.3053668868
753	0.3053261824
754	0.305272946
755	0.3052332692
756	0.3051813311
757	0.305133935
758	0.3050937987
759	0.3050377841
760	0.3050023349
761	0.3049636908
762	0.3049157798
763	0.3048538233
764	0.3048075399
765	0.3047708123
766	0.3047306891
767	0.3046734477
768	0.3046365263
769	0.3046016328
770	0.3045533062
771	0.3045138568
772	0.304474029
773	0.3044422483
774	0.304393674
775	0.3043460434
776	0.3043025109
777	0.3042691712
778	0.3042236367
779	0.3041824927
780	0.3041318737
781	0.3040691805
782	0.3040121459
783	0.3039625825
784	0.3039194393
785	0.3038807431
786	0.3038361719
787	0.3037898828
788	0.3037488639
789	0.3037146178
790	0.3036754108
791	0.3036455233
792	0.3036042171
793	0.3035512164
794	0.303517072
795	0.3034752093
796	0.3034452909
797	0.3034006736
798	0.3033626566
799	0.3033230632
800	0.3032954641
801	0.3032476325
802	0.3032161053
803	0.3031751373
804	0.3031217931
805	0.3030798846
806	0.3030242854
807	0.3029980726
808	0.3029468364
809	0.3029115753
810	0.3028672558
811	0.3028205591
812	0.3027653374
813	0.3027203712
814	0.3026851711
815	0.30264473
816	0.3026040885
817	0.3025542381
818	0.3025069189
819	0.3024535921
820	0.3024169222
821	0.3023586844
822	0.3023103158
823	0.3022677806
824	0.3022262289
825	0.3021918478
826	0.3021574009
827	0.3021154523
828	0.3020755273
829	0.3020217631
830	0.301965216
831	0.3019131541
832	0.3018742559
833	0.3018318322
834	0.3017838452
835	0.3017410017
836	0.3016914075
837	0.3016475244
838	0.3016149554
839	0.3015926591
840	0.3015593634
841	0.3015158014
842	0.3014765268
843	0.301438919
844	0.301391371
845	0.3013542052
846	0.3013079508
847	0.3012576011
848	0.3012136708
849	0.3011654563
850	0.3011329697
851	0.3011011443
852	0.301051122
853	0.3010087894
854	0.3009705466
855	0.3009356456
856	0.3009013603
857	0.3008631326
858	0.300830058
859	0.3007924969
860	0.3007409301
861	0.3007010491
862	0.3006668971
863	0.3006200768
864	0.3005836295
865	0.3005457986
866	0.3004994927
867	0.3004497709
868	0.3004137759
869	0.3003564477
870	0.3003177246
871	0.3002773409
872	0.3002325405
873	0.300191215
874	0.3001599841
875	0.3001294809
876	0.300096412
877	0.3000504157
878	0.3000147078
879	0.2999733382
880	0.2999455882
881	0.2998965606
882	0.2998574684
883	0.2998107337
884	0.2997670226
885	0.2997419109
886	0.2996909591
887	0.2996373785
888	0.2995876534
889	0.2995590787
890	0.2995215542
891	0.2994830576
892	0.2994508001
893	0.2994025909
894	0.299349621
895	0.2993081519
896	0.2992633692
897	0.2992177458
898	0.2991819381
899	0.299129019
900	0.2990868818
901	0.2990516469
902	0.2990097322
903	0.2989704387
904	0.2989330359
905	0.2988944359
906	0.2988642938
907	0.2988184676
908	0.2987797714
909	0.2987512209
910	0.2987113777
911	0.2986790255
912	0.2986322643
913	0.2985972646
914	0.2985592868
915	0.2985190594
916	0.2984898288
917	0.2984537108
918	0.2984179776
919	0.298386833
920	0.2983530045
921	0.2983082113
922	0.2982774697
923	0.2982502008
924	0.2982044344
925	0.2981599321
926	0.2981329722
927	0.2980859196
928	0.2980472075
929	0.2980176111
930	0.2979718693
931	0.2979452526
932	0.2979190939
933	0.2978711777
934	0.2978341283
935	0.2977845892
936	0.2977405456
937	0.2977045852
938	0.297655693
939	0.297614535
940	0.2975646094
941	0.2975284244
942	0.297491721
943	0.297454795
944	0.2974190908
945	0.2973818694
946	0.2973345746
947	0.2972869423
948	0.2972327198
949	0.297185078
950	0.2971391948
951	0.2970965938
952	0.2970700276
953	0.2970303454
954	0.2969976836
955	0.2969602276
956	0.2969290799
957	0.2968982784
958	0.2968604097
959	0.2968223643
960	0.2967917843
961	0.2967563011
962	0.296712677
963	0.2966879804
964	0.296653483
965	0.296605266
966	0.2965524578
967	0.2965295729
968	0.2964918766
969	0.2964471351
970	0.2964005304
971	0.2963565136
972	0.2963174836
973	0.2962837339
974	0.2962421971
975	0.2962056406
976	0.296160995
977	0.2961203021
978	0.2960826432
979	0.2960462715
980	0.296003895
981	0.2959588517
982	0.29592674
983	0.2958996452
984	0.2958644407
985	0.2958215898
986	0.2957943595
987	0.2957508762
988	0.2957050509
989	0.2956680942
990	0.2956278903
991	0.2955853741
992	0.2955551621
993	0.2955212227
994	0.295481616
995	0.2954486684
996	0.2954114053
997	0.2953630214
998	0.295332955
999	0.2952859202
1000	0.2952639732
1001	0.2952068665
1002	0.2951520735
1003	0.295110442
1004	0.2950681652
1005	0.2950263393
1006	0.2949829001
1007	0.2949393907
1008	0.2949029071
1009	0.2948679996
1010	0.2948413081
1011	0.2947985734
1012	0.2947626481
1013	0.2947228418
1014	0.2947005819
1015	0.2946657267
1016	0.2946238412
1017	0.294596742
1018	0.2945592701
1019	0.2945188634
1020	0.2945032634
1021	0.2944668644
1022	0.2944266579
1023	0.2943887773
1024	0.2943591354
1025	0.2943217262
1026	0.2942865869
1027	0.2942433007
1028	0.2941946958
1029	0.2941583603
1030	0.2941043219
1031	0.2940729962
1032	0.2940330463
1033	0.2939897783
1034	0.2939396067
1035	0.2939067891
1036	0.2938779471
1037	0.2938398172
1038	0.2938116475
1039	0.2937838616
1040	0.2937468722
1041	0.293725011
1042	0.2936786787
1043	0.2936372102
1044	0.29360572
1045	0.2935752629
1046	0.2935301938
1047	0.2934878422
1048	0.2934528406
1049	0.293418094
1050	0.2933771489
1051	0.293347071
1052	0.2933184652
1053	0.2932782494
1054	0.2932442324
1055	0.2932076658
1056	0.2931759931
1057	0.2931248787
1058	0.2931036631
1059	0.2930759815
1060	0.2930515532
1061	0.2930021588
1062	0.2929660367
1063	0.2929243138
1064	0.2928831584
1065	0.2928480298
1066	0.29281739
1067	0.2927898464
1068	0.2927490153
1069	0.2927111701
1070	0.29267667
1071	0.2926399635
1072	0.2926009703
1073	0.2925737035
1074	0.29255018
1075	0.2925132978
1076	0.2924677032
1077	0.2924191832
1078	0.2923803152
1079	0.2923449837
1080	0.2923057396
1081	0.2922615465
1082	0.2922399998
1083	0.2922020368
1084	0.2921758979
1085	0.2921452351
1086	0.2921169013
1087	0.2920841305
1088	0.2920508932
1089	0.2920169276
1090	0.2919818345
1091	0.2919434681
1092	0.2918984478
1093	0.2918567146
1094	0.2918249632
1095	0.2917942517
1096	0.2917661297
1097	0.2917138709
1098	0.2916746317
1099	0.2916428122
1100	0.2916080514
1101	0.2915767234
1102	0.2915523144
1103	0.291528149
1104	0.2914826872
1105	0.2914342042
1106	0.2914060415
1107	0.291386761
1108	0.2913474674
1109	0.2913117692
1110	0.291285049
1111	0.2912423903
1112	0.2912104274
1113	0.2911777849
1114	0.2911361002
1115	0.2911033426
1116	0.2910691449
1117	0.2910472132
1118	0.2909996731
1119	0.290921418
1120	0.2908907655
1121	0.290869977
1122	0.2908471185
1123	0.290818754
1124	0.2907836462
1125	0.2907434614
1126	0.2907212397
1127	0.2906919341
1128	0.2906478485
1129	0.2906067806
1130	0.2905713017
1131	0.2905306139
1132	0.290491197
1133	0.2904593875
1134	0.2904254197
1135	0.2903854962
1136	0.2903595152
1137	0.2903374364
1138	0.2902939293
1139	0.2902618481
1140	0.2902191788
1141	0.2901865464
1142	0.2901612836
1143	0.2901282342
1144	0.2901005557
1145	0.2900673368
1146	0.2900402664
1147	0.2899929366
1148	0.2899546769
1149	0.2899276249
1150	0.2898945922
1151	0.2898364399
1152	0.2897957915
1153	0.289753405
1154	0.2897224016
1155	0.2896928213
1156	0.289671561
1157	0.2896449837
1158	0.2896019453
1159	0.2895631992
1160	0.2895195614
1161	0.2894921435
1162	0.2894716214
1163	0.2894404651
1164	0.2894035272
1165	0.2893712409
1166	0.2893305214
1167	0.2893056215
1168	0.2892709372
1169	0.2892280024
1170	0.2892020647
1171	0.2891553156
1172	0.28909716
1173	0.2890582373
1174	0.2890177374
1175	0.2889859877
1176	0.2889435571
1177	0.2889095983
1178	0.2888703617
1179	0.2888429588
1180	0.2887933344
1181	0.2887598903
1182	0.2887265951
1183	0.2886887049
1184	0.2886618864
1185	0.2886370554
1186	0.2885927332
1187	0.288568611
1188	0.288519449
1189	0.288480085
1190	0.2884441031
1191	0.2884171627
1192	0.2883913589
1193	0.288360365
1194	0.2883145528
1195	0.2882824392
1196	0.28823743
1197	0.288202134
1198	0.2881704216
1199	0.288125423
1200	0.2880863742
1201	0.2880414574
1202	0.288005033
1203	0.287973324
1204	0.2879564071
1205	0.2879155888
1206	0.287893051
1207	0.2878628466
1208	0.2878348705
1209	0.2877930221
1210	0.2877649011
1211	0.2877367886
1212	0.2877140086
1213	0.2876744923
1214	0.2876266337
1215	0.287588477
1216	0.2875495325
1217	0.2875289543
1218	0.2874911455
1219	0.2874555684
1220	0.2874336043
1221	0.2873906582
1222	0.287368046
1223	0.2873360459
1224	0.2873130538
1225	0.2872709575
1226	0.2872475137
1227	0.2871945674
1228	0.2871560515
1229	0.2871361718
1230	0.2871031998
1231	0.2870603377
1232	0.28703612
1233	0.2869932067
1234	0.2869530801
1235	0.2869153502
1236	0.2868804419
1237	0.2868349955
1238	0.286798511
1239	0.2867811362
1240	0.2867382874
1241	0.2867146475
1242	0.2866759232
1243	0.2866389577
1244	0.2866223672
1245	0.2865789404
1246	0.2865604335
1247	0.2865313976
1248	0.2864969454
1249	0.2864723339
1250	0.2864341216
1251	0.2863909053
1252	0.2863668738
1253	0.2863338037
1254	0.2862928688
1255	0.2862522268
1256	0.2862355055
1257	0.2862146568
1258	0.2861678019
1259	0.2861309125
1260	0.2861031305
1261	0.2860646413
1262	0.2860260921
1263	0.2859904881
1264	0.2859477848
1265	0.285918889
1266	0.2858940321
1267	0.2858569458
1268	0.2858309381
1269	0.2857917653
1270	0.2857681468
1271	0.2857464791
1272	0.2857151214
1273	0.285683148
1274	0.2856384595
1275	0.285599557
1276	0.2855568471
1277	0.2855196012
1278	0.2855026946
1279	0.2854596334
1280	0.285429543
1281	0.2853947936
1282	0.2853631704
1283	0.2853321632
1284	0.2852971867
1285	0.2852725185
1286	0.2852441794
1287	0.2852185401
1288	0.2851831797
1289	0.2851542432
1290	0.2851255774
1291	0.2850745774
1292	0.2850524722
1293	0.285036217
1294	0.2850024676
1295	0.2849657639
1296	0.2849436925
1297	0.2849017603
1298	0.2848752728
1299	0.2848411298
1300	0.2848148482
1301	0.2847716266
1302	0.2847461623
1303	0.2847137584
1304	0.2846719054
1305	0.2846412869
1306	0.2845903527
1307	0.2845649742
1308	0.2845375351
1309	0.2845194614
1310	0.2845023428
1311	0.2844716688
1312	0.2844505377
1313	0.2844185276
1314	0.2843923802
1315	0.2843558418
1316	0.2843230478
1317	0.2842835624
1318	0.2842519527
1319	0.2842008176
1320	0.2841663998
1321	0.2841356246
1322	0.2841054948
1323	0.2840756621
1324	0.2840328625
1325	0.2840042009
1326	0.2839808727
1327	0.2839427904
1328	0.2839090163
1329	0.2838641089
1330	0.2838216308
1331	0.2837813471
1332	0.283745298
1333	0.2837254124
1334	0.2837006377
1335	0.2836653262
1336	0.2836397936
1337	0.2836117989
1338	0.2835788274
1339	0.2835402852
1340	0.283506392
1341	0.2834706278
1342	0.2834365123
1343	0.2833954078
1344	0.2833670508
1345	0.2833534186
1346	0.2833234224
1347	0.283295731
1348	0.2832695389
1349	0.2832309394
1350	0.283192659
1351	0.2831713166
1352	0.2831552742
1353	0.2831227105
1354	0.2830852188
1355	0.2830561406
1356	0.2830308899
1357	0.2829974762
1358	0.2829514387
1359	0.2829203361
1360	0.2828977079
1361	0.2828806791
1362	0.2828682817
1363	0.2828586713
1364	0.2828206362
1365	0.2827940566
1366	0.2827683473
1367	0.2827367663
1368	0.2827089259
1369	0.2826499812
1370	0.2826109392
1371	0.2825740957
1372	0.2825386306
1373	0.2825040069
1374	0.2824770679
1375	0.282444984
1376	0.2824041222
1377	0.282369224
1378	0.2823421458
1379	0.2823085782
1380	0.2822797403
1381	0.2822509577
1382	0.2822285509
1383	0.2821966401
1384	0.2821712341
1385	0.2821481066
1386	0.2821219536
1387	0.2820888443
1388	0.2820586487
1389	0.2820314246
1390	0.2819963163
1391	0.2819554562
1392	0.2819373733
1393	0.2819064859
1394	0.2818838111
1395	0.2818523433
1396	0.2818166304
1397	0.2817706862
1398	0.2817410018
1399	0.2817104408
1400	0.2816845936
1401	0.2816552126
1402	0.2816437449
1403	0.2815945373
1404	0.2815718218
1405	0.2815542579
1406	0.2815297805
1407	0.2815006476
1408	0.2814597794
1409	0.2814291854
1410	0.2814168879
1411	0.2813772497
1412	0.281336624
1413	0.2813007379
1414	0.2812620875
1415	0.281222892
1416	0.281206906
1417	0.2811793136
1418	0.2811565466
1419	0.2811265825
1420	0.2810791198
1421	0.2810459945
1422	0.2810178825
1423	0.2809853473
1424	0.2809454023
1425	0.2809120581
1426	0.2808806449
1427	0.2808344352
1428	0.2808029582
1429	0.2807677501
1430	0.2807429865
1431	0.2807255143
1432	0.2806888464
1433	0.2806700986
1434	0.2806447191
1435	0.2805986547
1436	0.2805632708
1437	0.280531475
1438	0.2804836901
1439	0.2804534513
1440	0.2804105167
1441	0.2803898781
1442	0.2803594866
1443	0.2803377534
1444	0.2803066618
1445	0.2802657983
1446	0.28024997
1447	0.2802173166
1448	0.2801794991
1449	0.2801340854
1450	0.280084913
1451	0.2800671056
1452	0.2800308414
1453	0.2799979134
1454	0.2799681832
1455	0.2799313032
1456	0.2799096965
1457	0.279873845
1458	0.27984322
1459	0.2797990593
1460	0.2797678563
1461	0.2797346621
1462	0.2796977376
1463	0.2796595356
1464	0.2796275748
1465	0.2796010959
1466	0.2795653381
1467	0.2795365451
1468	0.2794912981
1469	0.2794561213
1470	0.2794272465
1471	0.2794005023
1472	0.2793622139
1473	0.27933445
1474	0.2793057825
1475	0.2792838194
1476	0.2792431167
1477	0.2791907376
1478	0.2791602103
1479	0.2791140189
1480	0.2790826142
1481	0.2790589353
1482	0.2790202098
1483	0.2789970426
1484	0.2789670665
1485	0.2789299666
1486	0.2789022742
1487	0.2788703439
1488	0.2788370405
1489	0.2788092467
1490	0.2787762989
1491	0.2787443914
1492	0.278706988
1493	0.2786492893
1494	0.2786098623
1495	0.2785546442
1496	0.2785245569
1497	0.2784796907
1498	0.2784572538
1499	0.2784316619
1500	0.2784101813
1501	0.2783888592
1502	0.2783691742
1503	0.2783261238
1504	0.2782862689
1505	0.278261683
1506	0.2782379043
1507	0.2782084948
1508	0.2781874423
1509	0.2781430602
1510	0.2781048318
1511	0.2780841526
1512	0.2780598757
1513	0.2780385186
1514	0.2779871743
