iter	Logloss
1515	0.2779623749
1516	0.2779344042
1517	0.2779150856
1518	0.2778976146
1519	0.2778743581
1520	0.2778556938
1521	0.2778294388
1522	0.2777880755
1523	0.2777494702
1524	0.2777227227
1525	0.2776910352
1526	0.2776712597
1527	0.2776451268
1528	0.2776130516
1529	0.2775692679
1530	0.277556482
1531	0.2775329511
1532	0.2774976115
1533	0.2774282751
1534	0.2773975895
1535	0.2773580952
1536	0.2773300459
1537	0.2772920645
1538	0.2772625604
1539	0.2772261897
1540	0.2771909147
1541	0.2771700363
1542	0.2771470256
1543	0.2771078651
1544	0.2770651753
1545	0.2770400537
1546	0.2770211254
1547	0.2769927667
1548	0.2769720235
1549	0.276937986
1550	0.2769165191
1551	0.2768795566
1552	0.2768429962
1553	0.2768124114
1554	0.2767774839
1555	0.2767391719
1556	0.2767141594
1557	0.2766755638
1558	0.2766519894
1559	0.2766202123
1560	0.2765905644
1561	0.2765549424
1562	0.276534663
1563	0.2765110531
1564	0.2764821109
1565	0.2764413274
1566	0.2764240928
1567	0.2763863157
1568	0.2763608451
1569	0.2763257919
1570	0.2763023983
1571	0.2762689927
1572	0.2762408625
1573	0.2762087681
1574	0.2761765016
1575	0.2761565657
1576	0.2761313226
1577	0.2761005902
1578	0.2760619021
1579	0.2760480496
1580	0.2760195711
1581	0.2759836385
1582	0.2759557168
1583	0.275923914
1584	0.2758841439
1585	0.2758561048
1586	0.2758324596
1587	0.2758052694
1588	0.2757880036
1589	0.2757499379
1590	0.2757169507
1591	0.2757028306
1592	0.2756831073
1593	0.2756537559
1594	0.2756228971
1595	0.2756087499
1596	0.275590955
1597	0.2755618897
1598	0.2755428272
1599	0.2754995982
1600	0.2754803683
1601	0.2754526667
1602	0.2754248512
1603	0.2753869146
1604	0.2753436587
1605	0.2753200312
1606	0.2752954575
1607	0.2752564229
1608	0.2752243497
1609	0.2751871315
1610	0.2751554052
1611	0.2751250818
1612	0.2751124278
1613	0.2750859909
1614	0.2750464368
1615	0.2750244675
1616	0.2749950066
1617	0.2749585266
1618	0.2749351753
1619	0.2749087052
1620	0.27487024
1621	0.2748455685
1622	0.2748198638
1623	0.2747874091
1624	0.2747491011
1625	0.2747206352
1626	0.2746781248
1627	0.2746467374
1628	0.2746175334
1629	0.2745870701
1630	0.2745547161
1631	0.2745161277
1632	0.274483956
1633	0.2744564049
1634	0.2744194435
1635	0.2743857657
1636	0.274346093
1637	0.2743141954
1638	0.2742773067
1639	0.2742430789
1640	0.2742178568
1641	0.2741804007
1642	0.2741525947
1643	0.2741311337
1644	0.2740981989
1645	0.2740707103
1646	0.2740272335
1647	0.2739987442
1648	0.273976799
1649	0.2739416402
1650	0.273916787
1651	0.2738849625
1652	0.2738561579
1653	0.2738306069
1654	0.273798062
1655	0.273761144
1656	0.2737383186
1657	0.2736975683
1658	0.2736648447
1659	0.2736309159
1660	0.2736057306
1661	0.2735811225
1662	0.2735491263
1663	0.2735170782
1664	0.2734900852
1665	0.2734593378
1666	0.2734314955
1667	0.2734090726
1668	0.2733933419
1669	0.2733528386
1670	0.2733327225
1671	0.2732998375
1672	0.2732716364
1673	0.2732446454
1674	0.2732157546
1675	0.2731934781
1676	0.2731757517
1677	0.2731530822
1678	0.2731229329
1679	0.2730997725
1680	0.2730816309
1681	0.2730516143
1682	0.2730246928
1683	0.2730012532
1684	0.2729670753
1685	0.2729343887
1686	0.2728974109
1687	0.2728646775
1688	0.2728321671
1689	0.2728124477
1690	0.2727862115
1691	0.272761728
1692	0.2727400331
1693	0.2727258292
1694	0.2726981845
1695	0.2726827513
1696	0.2726634629
1697	0.2726379947
1698	0.2726089897
1699	0.2725745633
1700	0.2725418694
1701	0.2725129703
1702	0.2724827708
1703	0.2724369618
1704	0.2724195611
1705	0.2723903914
1706	0.2723703837
1707	0.2723319486
1708	0.2722941916
1709	0.2722659089
1710	0.2722360637
1711	0.2722098373
1712	0.2721817798
1713	0.272159736
1714	0.2721400475
1715	0.2721111131
1716	0.2720759569
1717	0.2720370606
1718	0.2719861405
1719	0.2719596433
1720	0.2719251841
1721	0.2718919174
1722	0.2718645156
1723	0.2718390294
1724	0.2718118941
1725	0.2717771603
1726	0.2717510806
1727	0.2717315625
1728	0.2717037332
1729	0.2716855388
1730	0.2716551191
1731	0.2716232144
1732	0.2716106003
1733	0.2715869873
1734	0.2715648078
1735	0.2715254761
1736	0.2715072057
1737	0.271484856
1738	0.2714537199
1739	0.2714248122
1740	0.2713949899
1741	0.2713592885
1742	0.2713347286
1743	0.2713223609
1744	0.2712908147
1745	0.2712645121
1746	0.2712389362
1747	0.2712014324
1748	0.2711803399
1749	0.2711550543
1750	0.2711277025
1751	0.2711073486
1752	0.2710802009
1753	0.2710434718
1754	0.2710064147
1755	0.2709802329
1756	0.2709546993
1757	0.2709238503
1758	0.2708969915
1759	0.2708624338
1760	0.2708310976
1761	0.2708081041
1762	0.2707712381
1763	0.2707439732
1764	0.2707075538
1765	0.2706724774
1766	0.2706580241
1767	0.2706221135
1768	0.2705812578
1769	0.2705429747
1770	0.2705120316
1771	0.2704920793
1772	0.2704625541
1773	0.2704372402
1774	0.2704088706
1775	0.2703877676
1776	0.2703451668
1777	0.2703253562
1778	0.2702976529
1779	0.2702626756
1780	0.2702322528
1781	0.2701913031
1782	0.2701690729
1783	0.2701380709
1784	0.2700952214
1785	0.2700706199
1786	0.2700441719
1787	0.270023953
1788	0.2699775846
1789	0.2699510353
1790	0.2699163244
1791	0.2699018464
1792	0.2698726517
1793	0.269841974
1794	0.2698015851
1795	0.2697680152
1796	0.2697408281
1797	0.2697013473
1798	0.2696598316
1799	0.2696377571
1800	0.2696125385
1801	0.2695936052
1802	0.2695649294
1803	0.269529973
1804	0.2695048266
1805	0.2694813923
1806	0.2694516146
1807	0.2694262776
1808	0.2693990788
1809	0.2693702556
1810	0.2693421589
1811	0.269319745
1812	0.269286739
1813	0.2692692928
1814	0.2692481134
1815	0.2692148506
1816	0.2691892159
1817	0.2691673094
1818	0.2691415071
1819	0.2691164911
1820	0.2690733307
1821	0.269024754
1822	0.2690019911
1823	0.2689777875
1824	0.2689402278
1825	0.2689283747
1826	0.2689040851
1827	0.2688783576
1828	0.2688535867
1829	0.2688236985
1830	0.2687918774
1831	0.2687630825
1832	0.2687324948
1833	0.268688716
1834	0.2686637069
1835	0.2686395197
1836	0.2686131062
1837	0.2685872588
1838	0.268559943
1839	0.2685503419
1840	0.268534129
1841	0.2685031583
1842	0.2684683834
1843	0.268434293
1844	0.2684211042
1845	0.2683940548
1846	0.2683551442
1847	0.2683386109
1848	0.2683196887
1849	0.2682993206
1850	0.2682742001
1851	0.268244214
1852	0.2682186343
1853	0.2681851249
1854	0.2681773114
1855	0.2681463695
1856	0.2681245506
1857	0.2680977822
1858	0.268064776
1859	0.2680460645
1860	0.2680194881
1861	0.2679884597
1862	0.2679684849
1863	0.2679400312
1864	0.2679069154
1865	0.2678717598
1866	0.2678424242
1867	0.2678128521
1868	0.2677821201
1869	0.2677484824
1870	0.2677092649
1871	0.2676820329
1872	0.2676615939
1873	0.2676212936
1874	0.2676011818
1875	0.2675811449
1876	0.2675523018
1877	0.2675247158
1878	0.267491756
1879	0.267466191
1880	0.2674492977
1881	0.2674201363
1882	0.2673877853
1883	0.2673635201
1884	0.2673364144
1885	0.2673130317
1886	0.2672929942
1887	0.2672564762
1888	0.2672303184
1889	0.267196851
1890	0.2671760741
1891	0.267154493
1892	0.2671150318
1893	0.2670974873
1894	0.2670738688
1895	0.2670323409
1896	0.2669886853
1897	0.2669544013
1898	0.2669314626
1899	0.2668875979
1900	0.2668655426
1901	0.2668380761
1902	0.2668055311
1903	0.2667855568
1904	0.266759768
1905	0.2667273618
1906	0.2667042249
1907	0.2666730398
1908	0.2666413297
1909	0.2666173725
1910	0.2665976206
1911	0.2665680932
1912	0.2665305989
1913	0.2665076181
1914	0.2664719554
1915	0.2664508138
1916	0.2664189908
1917	0.2663986047
1918	0.2663772579
1919	0.266352812
1920	0.2663320987
1921	0.2663095851
1922	0.2662794417
1923	0.2662594199
1924	0.266231416
1925	0.2662048988
1926	0.2661885442
1927	0.2661581337
1928	0.2661345088
1929	0.2661097738
1930	0.2660910746
1931	0.2660591918
1932	0.2660420434
1933	0.2660187017
1934	0.2659862537
1935	0.265948977
1936	0.2659257948
1937	0.2659008102
1938	0.2658658605
1939	0.2658256901
1940	0.2658057693
1941	0.2657724052
1942	0.2657387634
1943	0.2657101113
1944	0.2656837336
1945	0.2656634134
1946	0.2656311408
1947	0.2656021583
1948	0.2655834419
1949	0.2655406296
1950	0.2655184727
1951	0.2654842027
1952	0.2654424911
1953	0.265417244
1954	0.2654019027
1955	0.2653687113
1956	0.2653334767
1957	0.2653061909
1958	0.2652794091
1959	0.2652536039
1960	0.2652309312
1961	0.265197206
1962	0.2651678856
1963	0.2651405669
1964	0.2651119642
1965	0.2650704217
1966	0.2650374821
1967	0.2650005931
1968	0.2649709362
1969	0.264940806
1970	0.2649257813
1971	0.2649099123
1972	0.2648906894
1973	0.2648696709
1974	0.2648511357
1975	0.26483414
1976	0.2648044251
1977	0.2647659148
1978	0.2647253787
1979	0.2647024268
1980	0.2646702024
1981	0.2646469694
1982	0.2646067999
1983	0.2645895808
1984	0.2645704333
1985	0.264535111
1986	0.2645082949
1987	0.2644762701
1988	0.2644413946
1989	0.2644045031
1990	0.2643835384
1991	0.264360331
1992	0.2643349079
1993	0.2643171507
1994	0.264281295
1995	0.2642653183
1996	0.2642341516
1997	0.2642109203
1998	0.2641894639
1999	0.2641657463
